Platform,Month,url,טקסט,Author,topic,likes,comments,shares,"interactions",views
לינקדאין,Jan-21,https://www.linkedin.com/posts/armaly-claudine-ab161553_introducing-mobileyes-new-logo-mobileye-activity-6752320208880369664-ICuV,Great new logo... big like Mobileye,Claudine Armaly,טכנולוגי,,,,"0",86
לינקדאין,Jan-21,https://www.linkedin.com/posts/daniela-rosenstein-90a42b160_daniela-rosenstien-activity-6756852773532274688-1_uW,מה למדנו השנה? ומה זה בכלל פיתוח תהליכי אוטומציה?,Daniela Rosenstien,טכנולוגי,12,3,,"15",523
לינקדאין,Jan-21,https://www.linkedin.com/posts/daniela-rosenstein-90a42b160_myintelstory-automation-developmentprocess-activity-6759492406808199168-d9M3,,Daniela Rosenstien,טכנולוגי,13,1,,"14",55
לינקדאין,Jan-21,https://www.linkedin.com/posts/eden-benhamou_introducing-mobileyes-new-logo-mobileye-activity-6752286985144033280-qTxh,Check out our new Mobileye logo! Do you like it?,Eden Benhamou,טכנולוגי,22,2,,"24",2879
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-womenatwork-activity-6759419714897768448-dEh9,"כשהיו לי 2 ילדים קטנים, חיי היו על אוטומט: ארוחת בוקר, פיזור למסגרות, נסיעה לעבודה. הפסקות קצרות כדי להספיק כמה שיותר כי ב 16:00 אני חייבת לצאת לאסוף את הילדים. איסוף מהמסגרות, גני שעשועים, חוגים, מפגשים חברתיים, ארוחת ערב, מקלחות, הרדמות. קצת שקט? מתחברת לפגישות ערב או סגירת קצוות בעבודה וחוזר חלילה. תמיד היה לי מעניין בעבודה באינטל. למדתי, התפתחתי והתקדמתי, אבל לא היה לי רוחב פס לקפיצת קריירה משמעותית. היו לי שאיפות להתקדם במסלול ניהולי. כשהשניים קצת גדלו וידעתי שהמנהל הישיר שלי על סף פרישה, חשבתי להתמודד על התפקיד שלו. ברגע האמת, התברכתי בהריון עם תאומים. היה לי ברור שזה לא הזמן המתאים עבורי. אני מעריצה נשים כמו קמלה האריס שדוהרות בקריירה תוך כדי גידול ילדים קטנים. אני מכירה נשים כאלו גם בסביבה שלי. אני יודעת כמה זה קשה. ואני גם מעריכה מאד נשים שמאטות את הקצב כשצריך ומגבירות כשמתאים. לכל דבר יש זמן ועת לכל חפץ. ארבעת ילדיי כבר גדולים ועצמאיים באופן יחסי. היום אני מרגישה שיש לי קשב, פניות, יכולת הכלה והמון רצון לצמוח. זה הזמן שלי להשקיע בעצמי ולתת גז בקריירה. Photo: Meena Harris",Efrat Kadosh,תרבות ארגונית,405,49,,"454","33,077"
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-trustworthy-activity-6756965593766735872-x8ha,"לפני 26 שנה ראיינתי את ליאור מילר. בני דורי זוכרים אותו מפתיחת המעיל בפני יעל אבקסיס בפרסומת המפורסמת לקסטרו. הייתי כתבת נוער ב""מעריב לנוער"" והשגתי סקופ מטורף: ""לאחר שנת דוגמנות מטאורית, מילר פורש לטובת לימודי משחק בניסן נתיב"". את הראיון השגתי בכוחות עצמי ותוך כדי השיחה, התגלה הסקופ. כאשר הגעתי עם החדשות המרעישות אל העורך, שמעה זאת כתבת בכירה בירחון ""את"". מיד היא קבעה ראיון עם מילר ועיכבה את פרסום הכתבה שלי, כך שתתפרסם אחרי שלה. כעסתי ממש. אפשר לאמר שבמידה מסוימת איבדתי את התמימות. יכולתי להפוך לאדם חשדן ששומר על הקלפים קרוב לחזה, אך בחרתי שלא. נתקלתי במקרים דומים גם בהמשך הדרך. אבל במאזן תקופתי, אני יכולה לאמר באופן נחרץ שהפתיחות והשקיפות פתחו לי הרבה דלתות באינטל ובחיים בכלל. שיתוף לאורך כל הדרך וחשיפת הקלפים, איפשרו לי ליצור אמון עם שותפים עסקיים גם הסגורים והחסומים ביותר. כאלו שכנראה נכוו גם בעבר ולמדו את הלקח. לא פשוט לזכות באמון אנשים. אני מאמינה לכולם עד שמוכיחים לי אחרת ובטוחה שזאת הדרך הנכונה לשיתופי פעולה בריאים.",Efrat Kadosh,תרבות ארגונית,251,26,,"277","19,084"
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_the-magical-science-of-storytelling-david-activity-6753269923830611968-OqPI,"בתחילת הקורונה הייתי בדאון הבידוד והעבודה מהבית גרמו לי להיסגר. ערוצי תקשורת חופשית במסדרון, פינות הקפה, ארוחות צהריים (ואפילו בשירותים) נסגרו לגמרי. כמנהלת, בעיקר הקשבתי. לא היו לי הרבה הזדמנויות לפרוק, לשתף ולספר את הסיפור שלי. ואז בדרך מקרית (למרות שאני לא מאמינה במקריות), התגלגלתי לקהילת הסטוריטלרז של אינטל. יצאתי מאיזור הנוחות האלמוני והתחלתי לכתוב. לבטא את המחשבות. לתמלל את הרגשות. לספר את הסיפור שלי. זה מילא אותי בקוקטייל המלאכים כפי שמתאר David JP Phillips ב TED Talk המרתק שלו: ""The Magical Science of Storytelling"". התגובות לא איחרו להגיע. גם ברשתות החברתיות וגם במפגשים אקראיים עם אנשים. הבנתי שאני מצליחה לייצר קוקטייל מלאכים גם אצל הקוראים שלי. גם כשהם רחוקים ואפילו כשהם לא מכירים אותי. רק על ידי סיפור. לסיפור יש כוח הוא מעביר מסר הוא מחבר אנשים הוא הרים אותי תודה ל Ayah Orpaz, Hadar Bismut, Imi Eiron 🌈, Shai Monzon שפרשו בפניי את עולם הסיפורים. ותודה לחברים הנפלאים שרכשתי בקהילה שלנו",Efrat Kadosh,תרבות ארגונית,81,19,,"100","3,354"
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-advancedanalytics-activity-6754853443615129600-_3GT,"אנחנו מגייסים! ההתרגשות הזאת כשמגיעה שיחת הטלפון שמזמינה אותך לראיון עבודה ההתרגשות הכפולה כשמגיעה שיחת הטלפון שמזמינה אותך לקבל הצעת עבודה ראיינתי עשרות סטודנטים (ולא רק) בשנים האחרונות. שומעים את ההתרגשות הזאת בקול. התרגשות לקראת התפקיד המשמעותי הראשון בקריירה התרגשות מההזדמנות ללמוד, ליישם ולהתפתח התרגשות לקראת היכרות עם אנשים חדשים והתנסות בעבודת צוות אם אתם בתחילת הדרך בתואר ראשון או שני, אני מזמינה אתכם גם להתרגש מהטכנולוגיות המתקדמות ביותר בעולם הנתונים, בינה מלאכותית ולמידת מכונה. הגישו קורות חיים למשרה הרלוונטית ובהצלחה! Product Analyst Student for Advanced Analytics https://lnkd.in/diGRrjS Product Analyst Student for Advanced Analytics-MLA https://lnkd.in/dsS839V Data Scientist Student for Advanced Analytics-Design https://lnkd.in/dEQ5c7p Data Scientist Student for Advanced Analytics https://lnkd.in/dZYyhMD",Efrat Kadosh,טכנולוגי,79,23,,"100",7182
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_skillers-myintelstory-iamintel-activity-6757723844720517120-sTmJ,"תפקידי הראשון כקצינה בבית הספר לחילוץ והצלה של פיקוד העורף, היה פיקוד על קורס מילואימניקים. כ- 80 גברים, מבוגרים ממני ב- 10 שנים בממוצע, רובם עם מקום עבודה, משפחה וילדים. הדבר האחרון שהם רוצים הוא להיות בבסיס צבאי. ההתרגשות שעברה לי בגוף, כשהייתי צריכה להעביר להם שיעור באודיטוריום (עם יכולות הרטוריקה שרכשתי בקורס קצינות). ההתמודדות הנפשית בשיחות האישיות (היום אני יודעת להמשיג את הצורך באמפתיה). היצירתיות שנדרשה כדי לגייס אותם לעבור הכשרה על כלי החילוץ (כבר ביום הראשון של הקורס, הגענו להסכמה: מסיימים את התכל'ס והולכים הביתה). ברוכים הבאים למאה ה- 21! היום כבר ברור שכדי להצליח להשפיע ולהוביל, לא מספיקים כישורים מקצועיים וטכניים. דרושים כישורים רכים לא פחות. אז מהיום אני בוגרת תוכנית skills21 מבית היוצר של אינטל וסקייל אפ. 10 מפגשים 40 משתתפים וחברים חדשים 7 מרצים ומנטורים 6 פרויקטי סיום שבקלות יכולים להפוך לסטארטאפים 1 וואוו גדול! התוכנית הזאת העניקה לי הרבה כלים פרקטיים בסטוריטלינג, רטוריקה ואמפתיה. והמון חומר למחשבה בנושאים כמו יצירתיות, יזמות וצמיחה. התזמון מעולה. אני מרגישה שהתוכנית נתנה בוסט מטורף לתהליך צמיחה אישי שהתחלתי כמה חודשים קודם. כמובן שתזמון מושלם היה קורס קצינות או לפני, אבל אף פעם לא מאוחר מדי. תודה ענקית ל Hadar Bismut, Imi Eiron 🌈, Anat Greemland, Romi Soffer על ההזדמנות לקחת חלק",Efrat Kadosh,תרבות ארגונית,62,15,,"77",2090
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-celebratesuccess-activity-6755535170566176768-6fGP,"On The Job Training לא מספיק נאמר על החוזקה של הדרך הזו להכנס לתפקיד חדש וללמוד את הפרקטיקה. אז לאחר 5 שנים של תפקידי ניהול מוצר ואנשים, חזרתי לעשות hands on. המטרה: להכיר לעומק את המוצר, להרגיש את הכאבים ולנתח את ההזדמנויות על בסיס הנתונים, כדי להכניס בעתיד שיפורים. בשבועיים האחרונים אני מוצאת את עצמי מנסחת שאילתות מורכבות, כותבת קוד פייתון ועושה אנליזות ב Jupyter notebooks. בכל ערב אני מכבה את המחשב עם תחושת הצלחה קטנה. היום הצגתי את האנליזה שעבדתי עליה בפגישת הקבוצה השבועית והרגשתי הצלחה גדולה. אז תודה לכל מי שעזר לי וכיוון אותי בדרך: Naama Fixler, Omer Shalev, Tzviel Lemberger, Ya'akov Tziment, Shira Lazar, Litan Ilany בהמלצת Judith Katz מהפודקסט שיתן לך אומץ של Hadar Bismut ו Kinneret Yifrah , החלטתי לשתף את ההצלחה ולחגוג אותה. הלינק לפוסט בתגובה הראשונה.",Efrat Kadosh,טכנולוגי,52,16,,"68",1855
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-happynewyear-activity-6750789035892973568-TYvB,"שנת 2020 עבורי היא השנה שבה התאהבתי בים. מצאתי בו את תחושת החופש שכל כך היתה חסרה לי. השנה שבה סיימתי את התואר השני כנגד כל הסיכויים. השנה שבה חזרתי לכתוב ביגטיים. השנה שבה לא טסתי ליפן. פעמיים. זו גם השנה שבה ניהלתי אירגון גלובלי של Data Analytics. מהבית. 2020 את הפכת לנו את החיים. סגרת אותנו בפנים. אבל גם לימדת אותנו שאפשר לעשות מהפכות בהמון תחומים, ולא רק מהקמפוסים. אלא גם ובעיקר מהבתים.",Efrat Kadosh,תרבות ארגונית,55,3,,"58",1152
לינקדאין,Jan-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_21centuryskills-myintelstory-iamintel-activity-6752670650478936064-xhO2,"כשיש גאות כל הספינות עולות אמר היום RONEN GAFNI בהרצאה על חשיבה יזמית בתוכנית #21centuryskills המצויינת. יש לנו נטיה לחשוב שהכל בעולם הוא תחרות. משחק סכום אפס. אבל למעשה, יש מספיק לכולם. וככל שנאחד כוחות, יהיה יותר. מסע משותף של אירגון הבינה המלאכותית באינטל עם מהנדסי הולידציה של המעבדים, הוליד שיטה חדשנית למציאת באגים נדירים וכיסוי מרשים במינימום בדיקות. כל צד מביא לשולחן את הכישורים והניסיון שלו וביחד משפרים תהליכים, חוסכים משאבים ומשפרים את איכות המוצרים של אינטל. קראו את הכתבה של Tal Kolan, Nufar Gaspar ו Amnon Topel בתגובה הראשונה וצאו למסע משותף עם שותפים שתבחרו",Efrat Kadosh,טכנולוגי,44,6,,"50",2712
